"REF_DATE","GEO","DGUID","Sex","Age group","Disability","Labour force status","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","Canada","2016A000011124","Both sexes","25 to 34 years","Total population","Not in labour force","Number","223","units ","0","v91873353","1.1.3.1.4","646820","","","","0"
"2012","Canada","2016A000011124","Both sexes","25 to 34 years","Total population","Participation rate","Percent","239","units ","0","v91873354","1.1.3.1.5","86.0","","","","1"
"2012","Canada","2016A000011124","Both sexes","25 to 34 years","Total population","Age standardized participation rate","Percent","239","units ","0","v91873355","1.1.3.1.6","86.0","","","","1"
"2012","Canada","2016A000011124","Both sexes","25 to 34 years","Total population","Employment Rate","Percent","239","units ","0","v91873356","1.1.3.1.7","80.6","","","","1"
"2012","Canada","2016A000011124","Both sexes","25 to 34 years","Total population","Age standardized employment rate","Percent","239","units ","0","v91873357","1.1.3.1.8","80.6","","","","1"
"2012","Canada","2016A000011124","Both sexes","25 to 34 years","Total population","Unemployment rate","Percent","239","units ","0","v91873358","1.1.3.1.9","6.3","","","","1"
"2012","Canada","2016A000011124","Both sexes","25 to 34 years","Total population","Age standardized unemployment rate","Percent","239","units ","0","v91873359","1.1.3.1.10","6.3","","","","1"
"2012","Canada","2016A000011124","Both sexes","25 to 34 years","Persons with disabilities","Total labour force","Number","223","units ","0","v91873360","1.1.3.2.1","238160","","","","0"
"2012","Canada","2016A000011124","Both sexes","25 to 34 years","Persons with disabilities","Employed","Number","223","units ","0","v91873361","1.1.3.2.2","123900","","","","0"
"2012","Canada","2016A000011124","Both sexes","25 to 34 years","Persons with disabilities","Unemployed","Number","223","units ","0","v91873362","1.1.3.2.3","18560","E","","","0"
"2012","Canada","2016A000011124","Both sexes","25 to 34 years","Persons with disabilities","Not in labour force","Number","223","units ","0","v91873363","1.1.3.2.4","85100","","","","0"
"2012","Canada","2016A000011124","Both sexes","25 to 34 years","Persons with disabilities","Participation rate","Percent","239","units ","0","v91873364","1.1.3.2.5","62.6","","","","1"
"2012","Canada","2016A000011124","Both sexes","25 to 34 years","Persons with disabilities","Age standardized participation rate","Percent","239","units ","0","v91873365","1.1.3.2.6","62.6","","","","1"
"2012","Canada","2016A000011124","Both sexes","25 to 34 years","Persons with disabilities","Employment Rate","Percent","239","units ","0","v91873366","1.1.3.2.7","54.4","","","","1"
"2012","Canada","2016A000011124","Both sexes","25 to 34 years","Persons with disabilities","Age standardized employment rate","Percent","239","units ","0","v91873367","1.1.3.2.8","54.4","","","","1"
"2012","Canada","2016A000011124","Both sexes","25 to 34 years","Persons with disabilities","Unemployment rate","Percent","239","units ","0","v91873368","1.1.3.2.9","13.0","E","","","1"
"2012","Canada","2016A000011124","Both sexes","25 to 34 years","Persons with disabilities","Age standardized unemployment rate","Percent","239","units ","0","v91873369","1.1.3.2.10","13.0","E","","","1"
"2012","Canada","2016A000011124","Both sexes","25 to 34 years","Persons without disabilities","Total labour force","Number","223","units ","0","v91873370","1.1.3.3.1","4378030","","","","0"
"2012","Canada","2016A000011124","Both sexes","25 to 34 years","Persons without disabilities","Employed","Number","223","units ","0","v91873371","1.1.3.3.2","3585800","","","","0"
"2012","Canada","2016A000011124","Both sexes","25 to 34 years","Persons without disabilities","Unemployed","Number","223","units ","0","v91873372","1.1.3.3.3","230060","","","","0"
"2012","Canada","2016A000011124","Both sexes","25 to 34 years","Persons without disabilities","Not in labour force","Number","223","units ","0","v91873373","1.1.3.3.4","561710","","","","0"
"2012","Canada","2016A000011124","Both sexes","25 to 34 years","Persons without disabilities","Participation rate","Percent","239","units ","0","v91873374","1.1.3.3.5","87.2","","","","1"
"2012","Canada","2016A000011124","Both sexes","25 to 34 years","Persons without disabilities","Age standardized participation rate","Percent","239","units ","0","v91873375","1.1.3.3.6","87.2","","","","1"
"2012","Canada","2016A000011124","Both sexes","25 to 34 years","Persons without disabilities","Employment Rate","Percent","239","units ","0","v91873376","1.1.3.3.7","81.9","","","","1"
"2012","Canada","2016A000011124","Both sexes","25 to 34 years","Persons without disabilities","Age standardized employment rate","Percent","239","units ","0","v91873377","1.1.3.3.8","81.9","","","","1"
"2012","Canada","2016A000011124","Both sexes","25 to 34 years","Persons without disabilities","Unemployment rate","Percent","239","units ","0","v91873378","1.1.3.3.9","6.0","","","","1"
"2012","Canada","2016A000011124","Both sexes","25 to 34 years","Persons without disabilities","Age standardized unemployment rate","Percent","239","units ","0","v91873379","1.1.3.3.10","6.0","","","","1"
"2012","Canada","2016A000011124","Both sexes","35 to 44 years","Total population","Total labour force","Number","223","units ","0","v91873380","1.1.4.1.1","4543670","","","","0"
"2012","Canada","2016A000011124","Both sexes","35 to 44 years","Total population","Employed","Number","223","units ","0","v91873381","1.1.4.1.2","3700220","","","","0"
"2012","Canada","2016A000011124","Both sexes","35 to 44 years","Total population","Unemployed","Number","223","units ","0","v91873382","1.1.4.1.3","238700","","","","0"
"2012","Canada","2016A000011124","Both sexes","35 to 44 years","Total population","Not in labour force","Number","223","units ","0","v91873383","1.1.4.1.4","575190","","","","0"
"2012","Canada","2016A000011124","Both sexes","35 to 44 years","Total population","Participation rate","Percent","239","units ","0","v91873384","1.1.4.1.5","87.3","","","","1"
"2012","Canada","2016A000011124","Both sexes","35 to 44 years","Total population","Age standardized participation rate","Percent","239","units ","0","v91873385","1.1.4.1.6","87.3","","","","1"
"2012","Canada","2016A000011124","Both sexes","35 to 44 years","Total population","Employment Rate","Percent","239","units ","0","v91873386","1.1.4.1.7","82.0","","","","1"
"2012","Canada","2016A000011124","Both sexes","35 to 44 years","Total population","Age standardized employment rate","Percent","239","units ","0","v91873387","1.1.4.1.8","82.0","","","","1"
"2012","Canada","2016A000011124","Both sexes","35 to 44 years","Total population","Unemployment rate","Percent","239","units ","0","v91873388","1.1.4.1.9","6.1","","","","1"
"2012","Canada","2016A000011124","Both sexes","35 to 44 years","Total population","Age standardized unemployment rate","Percent","239","units ","0","v91873389","1.1.4.1.10","6.1","","","","1"
"2012","Canada","2016A000011124","Both sexes","35 to 44 years","Persons with disabilities","Total labour force","Number","223","units ","0","v91873390","1.1.4.2.1","360530","","","","0"
"2012","Canada","2016A000011124","Both sexes","35 to 44 years","Persons with disabilities","Employed","Number","223","units ","0","v91873391","1.1.4.2.2","186130","","","","0"
"2012","Canada","2016A000011124","Both sexes","35 to 44 years","Persons with disabilities","Unemployed","Number","223","units ","0","v91873392","1.1.4.2.3","37100","E","","","0"
"2012","Canada","2016A000011124","Both sexes","35 to 44 years","Persons with disabilities","Not in labour force","Number","223","units ","0","v91873393","1.1.4.2.4","108370","","","","0"
"2012","Canada","2016A000011124","Both sexes","35 to 44 years","Persons with disabilities","Participation rate","Percent","239","units ","0","v91873394","1.1.4.2.5","67.3","","","","1"
"2012","Canada","2016A000011124","Both sexes","35 to 44 years","Persons with disabilities","Age standardized participation rate","Percent","239","units ","0","v91873395","1.1.4.2.6","67.3","","","","1"
"2012","Canada","2016A000011124","Both sexes","35 to 44 years","Persons with disabilities","Employment Rate","Percent","239","units ","0","v91873396","1.1.4.2.7","56.1","","","","1"
"2012","Canada","2016A000011124","Both sexes","35 to 44 years","Persons with disabilities","Age standardized employment rate","Percent","239","units ","0","v91873397","1.1.4.2.8","56.1","","","","1"
"2012","Canada","2016A000011124","Both sexes","35 to 44 years","Persons with disabilities","Unemployment rate","Percent","239","units ","0","v91873398","1.1.4.2.9","16.6","E","","","1"
"2012","Canada","2016A000011124","Both sexes","35 to 44 years","Persons with disabilities","Age standardized unemployment rate","Percent","239","units ","0","v91873399","1.1.4.2.10","16.6","E","","","1"
"2012","Canada","2016A000011124","Both sexes","35 to 44 years","Persons without disabilities","Total labour force","Number","223","units ","0","v91873400","1.1.4.3.1","4183140","","","","0"
"2012","Canada","2016A000011124","Both sexes","35 to 44 years","Persons without disabilities","Employed","Number","223","units ","0","v91873401","1.1.4.3.2","3514080","","","","0"
"2012","Canada","2016A000011124","Both sexes","35 to 44 years","Persons without disabilities","Unemployed","Number","223","units ","0","v91873402","1.1.4.3.3","201600","","","","0"
"2012","Canada","2016A000011124","Both sexes","35 to 44 years","Persons without disabilities","Not in labour force","Number","223","units ","0","v91873403","1.1.4.3.4","466820","","","","0"
"2012","Canada","2016A000011124","Both sexes","35 to 44 years","Persons without disabilities","Participation rate","Percent","239","units ","0","v91873404","1.1.4.3.5","88.8","","","","1"
"2012","Canada","2016A000011124","Both sexes","35 to 44 years","Persons without disabilities","Age standardized participation rate","Percent","239","units ","0","v91873405","1.1.4.3.6","88.8","","","","1"
"2012","Canada","2016A000011124","Both sexes","35 to 44 years","Persons without disabilities","Employment Rate","Percent","239","units ","0","v91873406","1.1.4.3.7","84.0","","","","1"
"2012","Canada","2016A000011124","Both sexes","35 to 44 years","Persons without disabilities","Age standardized employment rate","Percent","239","units ","0","v91873407","1.1.4.3.8","84.0","","","","1"
"2012","Canada","2016A000011124","Both sexes","35 to 44 years","Persons without disabilities","Unemployment rate","Percent","239","units ","0","v91873408","1.1.4.3.9","5.4","","","","1"
"2012","Canada","2016A000011124","Both sexes","35 to 44 years","Persons without disabilities","Age standardized unemployment rate","Percent","239","units ","0","v91873409","1.1.4.3.10","5.4","","","","1"
"2012","Canada","2016A000011124","Both sexes","45 to 54 years","Total population","Total labour force","Number","223","units ","0","v91873410","1.1.5.1.1","5288840","","","","0"
"2012","Canada","2016A000011124","Both sexes","45 to 54 years","Total population","Employed","Number","223","units ","0","v91873411","1.1.5.1.2","4200660","","","","0"
"2012","Canada","2016A000011124","Both sexes","45 to 54 years","Total population","Unemployed","Number","223","units ","0","v91873412","1.1.5.1.3","249460","","","","0"
"2012","Canada","2016A000011124","Both sexes","45 to 54 years","Total population","Not in labour force","Number","223","units ","0","v91873413","1.1.5.1.4","791730","","","","0"
"2012","Canada","2016A000011124","Both sexes","45 to 54 years","Total population","Participation rate","Percent","239","units ","0","v91873414","1.1.5.1.5","84.9","","","","1"
"2012","Canada","2016A000011124","Both sexes","45 to 54 years","Total population","Age standardized participation rate","Percent","239","units ","0","v91873415","1.1.5.1.6","84.9","","","","1"
"2012","Canada","2016A000011124","Both sexes","45 to 54 years","Total population","Employment Rate","Percent","239","units ","0","v91873416","1.1.5.1.7","80.1","","","","1"
"2012","Canada","2016A000011124","Both sexes","45 to 54 years","Total population","Age standardized employment rate","Percent","239","units ","0","v91873417","1.1.5.1.8","80.1","","","","1"
"2012","Canada","2016A000011124","Both sexes","45 to 54 years","Total population","Unemployment rate","Percent","239","units ","0","v91873418","1.1.5.1.9","5.6","","","","1"
"2012","Canada","2016A000011124","Both sexes","45 to 54 years","Total population","Age standardized unemployment rate","Percent","239","units ","0","v91873419","1.1.5.1.10","5.6","","","","1"
"2012","Canada","2016A000011124","Both sexes","45 to 54 years","Persons with disabilities","Total labour force","Number","223","units ","0","v91873420","1.1.5.2.1","681800","","","","0"
"2012","Canada","2016A000011124","Both sexes","45 to 54 years","Persons with disabilities","Employed","Number","223","units ","0","v91873421","1.1.5.2.2","349350","","","","0"
"2012","Canada","2016A000011124","Both sexes","45 to 54 years","Persons with disabilities","Unemployed","Number","223","units ","0","v91873422","1.1.5.2.3","30230","","","","0"
"2012","Canada","2016A000011124","Both sexes","45 to 54 years","Persons with disabilities","Not in labour force","Number","223","units ","0","v91873423","1.1.5.2.4","257450","","","","0"
"2012","Canada","2016A000011124","Both sexes","45 to 54 years","Persons with disabilities","Participation rate","Percent","239","units ","0","v91873424","1.1.5.2.5","59.6","","","","1"
"2012","Canada","2016A000011124","Both sexes","45 to 54 years","Persons with disabilities","Age standardized participation rate","Percent","239","units ","0","v91873425","1.1.5.2.6","59.6","","","","1"
"2012","Canada","2016A000011124","Both sexes","45 to 54 years","Persons with disabilities","Employment Rate","Percent","239","units ","0","v91873426","1.1.5.2.7","54.8","","","","1"
"2012","Canada","2016A000011124","Both sexes","45 to 54 years","Persons with disabilities","Age standardized employment rate","Percent","239","units ","0","v91873427","1.1.5.2.8","54.8","","","","1"
"2012","Canada","2016A000011124","Both sexes","45 to 54 years","Persons with disabilities","Unemployment rate","Percent","239","units ","0","v91873428","1.1.5.2.9","8.0","","","","1"
"2012","Canada","2016A000011124","Both sexes","45 to 54 years","Persons with disabilities","Age standardized unemployment rate","Percent","239","units ","0","v91873429","1.1.5.2.10","8.0","","","","1"
"2012","Canada","2016A000011124","Both sexes","45 to 54 years","Persons without disabilities","Total labour force","Number","223","units ","0","v91873430","1.1.5.3.1","4607050","","","","0"
"2012","Canada","2016A000011124","Both sexes","45 to 54 years","Persons without disabilities","Employed","Number","223","units ","0","v91873431","1.1.5.3.2","3851310","","","","0"
"2012","Canada","2016A000011124","Both sexes","45 to 54 years","Persons without disabilities","Unemployed","Number","223","units ","0","v91873432","1.1.5.3.3","219220","","","","0"
"2012","Canada","2016A000011124","Both sexes","45 to 54 years","Persons without disabilities","Not in labour force","Number","223","units ","0","v91873433","1.1.5.3.4","534280","","","","0"
"2012","Canada","2016A000011124","Both sexes","45 to 54 years","Persons without disabilities","Participation rate","Percent","239","units ","0","v91873434","1.1.5.3.5","88.4","","","","1"
"2012","Canada","2016A000011124","Both sexes","45 to 54 years","Persons without disabilities","Age standardized participation rate","Percent","239","units ","0","v91873435","1.1.5.3.6","88.4","","","","1"
"2012","Canada","2016A000011124","Both sexes","45 to 54 years","Persons without disabilities","Employment Rate","Percent","239","units ","0","v91873436","1.1.5.3.7","83.6","","","","1"
"2012","Canada","2016A000011124","Both sexes","45 to 54 years","Persons without disabilities","Age standardized employment rate","Percent","239","units ","0","v91873437","1.1.5.3.8","83.6","","","","1"
"2012","Canada","2016A000011124","Both sexes","45 to 54 years","Persons without disabilities","Unemployment rate","Percent","239","units ","0","v91873438","1.1.5.3.9","5.4","","","","1"
"2012","Canada","2016A000011124","Both sexes","45 to 54 years","Persons without disabilities","Age standardized unemployment rate","Percent","239","units ","0","v91873439","1.1.5.3.10","5.4","","","","1"
"2012","Canada","2016A000011124","Both sexes","55 to 64 years","Total population","Total labour force","Number","223","units ","0","v91873440","1.1.6.1.1","4275800","","","","0"
"2012","Canada","2016A000011124","Both sexes","55 to 64 years","Total population","Employed","Number","223","units ","0","v91873441","1.1.6.1.2","2490290","","","","0"
"2012","Canada","2016A000011124","Both sexes","55 to 64 years","Total population","Unemployed","Number","223","units ","0","v91873442","1.1.6.1.3","161700","","","","0"
"2012","Canada","2016A000011124","Both sexes","55 to 64 years","Total population","Not in labour force","Number","223","units ","0","v91873443","1.1.6.1.4","1551620","","","","0"
"2012","Canada","2016A000011124","Both sexes","55 to 64 years","Total population","Participation rate","Percent","239","units ","0","v91873444","1.1.6.1.5","63.1","","","","1"
"2012","Canada","2016A000011124","Both sexes","55 to 64 years","Total population","Age standardized participation rate","Percent","239","units ","0","v91873445","1.1.6.1.6","63.1","","","","1"
"2012","Canada","2016A000011124","Both sexes","55 to 64 years","Total population","Employment Rate","Percent","239","units ","0","v91873446","1.1.6.1.7","59.2","","","","1"
"2012","Canada","2016A000011124","Both sexes","55 to 64 years","Total population","Age standardized employment rate","Percent","239","units ","0","v91873447","1.1.6.1.8","59.2","","","","1"
"2012","Canada","2016A000011124","Both sexes","55 to 64 years","Total population","Unemployment rate","Percent","239","units ","0","v91873448","1.1.6.1.9","6.1","","","","1"
"2012","Canada","2016A000011124","Both sexes","55 to 64 years","Total population","Age standardized unemployment rate","Percent","239","units ","0","v91873449","1.1.6.1.10","6.1","","","","1"
"2012","Canada","2016A000011124","Both sexes","55 to 64 years","Persons with disabilities","Total labour force","Number","223","units ","0","v91873450","1.1.6.2.1","862040","","","","0"
"2012","Canada","2016A000011124","Both sexes","55 to 64 years","Persons with disabilities","Employed","Number","223","units ","0","v91873451","1.1.6.2.2","308440","","","","0"
"2012","Canada","2016A000011124","Both sexes","55 to 64 years","Persons with disabilities","Unemployed","Number","223","units ","0","v91873452","1.1.6.2.3","30940","","","","0"
"2012","Canada","2016A000011124","Both sexes","55 to 64 years","Persons with disabilities","Not in labour force","Number","223","units ","0","v91873453","1.1.6.2.4","453040","","","","0"
"2012","Canada","2016A000011124","Both sexes","55 to 64 years","Persons with disabilities","Participation rate","Percent","239","units ","0","v91873454","1.1.6.2.5","42.8","","","","1"
"2012","Canada","2016A000011124","Both sexes","55 to 64 years","Persons with disabilities","Age standardized participation rate","Percent","239","units ","0","v91873455","1.1.6.2.6","42.8","","","","1"
"2012","Canada","2016A000011124","Both sexes","55 to 64 years","Persons with disabilities","Employment Rate","Percent","239","units ","0","v91873456","1.1.6.2.7","38.9","","","","1"
"2012","Canada","2016A000011124","Both sexes","55 to 64 years","Persons with disabilities","Age standardized employment rate","Percent","239","units ","0","v91873457","1.1.6.2.8","38.9","","","","1"
"2012","Canada","2016A000011124","Both sexes","55 to 64 years","Persons with disabilities","Unemployment rate","Percent","239","units ","0","v91873458","1.1.6.2.9","9.1","","","","1"
"2012","Canada","2016A000011124","Both sexes","55 to 64 years","Persons with disabilities","Age standardized unemployment rate","Percent","239","units ","0","v91873459","1.1.6.2.10","9.1","","","","1"
"2012","Canada","2016A000011124","Both sexes","55 to 64 years","Persons without disabilities","Total labour force","Number","223","units ","0","v91873460","1.1.6.3.1","3413760","","","","0"
"2012","Canada","2016A000011124","Both sexes","55 to 64 years","Persons without disabilities","Employed","Number","223","units ","0","v91873461","1.1.6.3.2","2181850","","","","0"
